top_player_x,top_player_y,bottom_player_x,bottom_player_y,ball_x,ball_y,ball_speed,bounce_x,bounce_y
80,49,63,293,,,,,
80,49,63,292,178,-862,,,
80,46,62,293,167,-906,92.26,,
80,49,63,293,,,,,
80,53,62,293,,,,,
81,48,61,292,,,,,
60,292,,,,,,,
60,293,,,,,,,
59,293,,,,,,,
59,293,,,,,,,
60,294,,,,,,,
59,293,,,,,,,
58,293,,,,,,,
58,293,,,,,,,
84,46,58,294,,,,,
85,44,58,293,,,,,
59,293,,,,,,,
84,51,58,293,,,,,
84,49,57,293,,,,,
85,45,57,294,,,,,
85,45,56,293,,,,,
85,46,56,294,,,,,
86,44,55,294,,,,,
86,47,55,294,,,,,
86,46,55,295,177,-810,,,
86,48,,,174,-771,79.68,,
87,48,55,296,,,,,
87,51,55,297,,,,,
88,51,55,297,,,,,
89,46,54,297,,,,,
89,48,55,298,,,,,
88,53,55,299,,,,,
89,51,54,299,,,,,
88,43,55,299,,,,,
89,44,55,299,,,,,
89,44,55,299,,,,,
90,43,55,300,,,,,
90,43,55,299,,,,,
90,44,55,299,,,,,
90,44,55,299,,,,,
90,44,54,299,,,,,
91,43,53,298,,,,,
91,43,53,299,,,,,
91,46,53,299,,,,,
91,41,52,299,,,,,
92,46,53,299,,,,,
92,46,52,299,,,,,
93,43,52,300,,,,,
93,39,52,300,,,,,
94,39,52,301,,,,,
94,43,52,300,,,,,
93,41,52,301,,,,,
92,43,52,301,,,,,
93,43,52,302,,,,,
93,43,52,302,,,,,
95,36,52,303,,,,,
93,40,53,303,,,,,
94,40,52,303,,,,,
94,38,52,303,,,,,
95,35,51,303,,,,,
96,33,51,303,,,,,
95,34,51,303,,,,,
95,35,50,303,,,,,
96,35,50,302,,,,,
96,33,50,304,,,,,
97,33,50,304,,,,,
96,35,49,303,,,,,
97,33,50,305,,,,,
97,30,50,305,,,,,
98,30,50,306,,,,,
97,33,50,306,,,,,
97,30,50,306,,,,,
97,34,50,307,,,,,
97,32,50,306,,,,,
98,41,50,307,,,,,
98,39,50,307,,,,,
98,35,50,307,,,,,
98,32,49,307,,,,,
99,29,49,307,,,,,
99,29,49,307,,,,,
98,33,49,307,185,-1123,,,
99,36,50,307,,,,,
98,33,49,308,,,,,
98,40,50,307,,,,,
99,30,49,307,,,,,
100,25,49,307,,,,,
100,24,48,307,,,,,
99,27,49,307,,,,,
101,19,48,307,,,,,
101,28,49,307,,,,,
101,23,48,307,,,,,
101,19,48,307,,,,,
102,19,48,307,,,,,
102,19,48,307,,,,,
100,27,48,307,,,,,
100,31,48,307,,,,,
101,26,48,307,,,,,
100,28,47,308,,,,,
100,28,48,308,,,,,
101,28,47,308,,,,,
102,22,47,308,,,,,
101,27,47,308,,,,,
103,21,47,308,,,,,
102,25,47,307,,,,,
47,307,,,,,,,
46,308,,,,,,,
46,307,,,,,,,
46,308,,,,,,,
46,307,,,,,,,
46,307,,,,,,,
45,307,,,,,,,
45,308,,,,,,,
44,307,,,,,,,
105,16,,,,,,,
105,16,,,,,,,
105,19,,,,,,,
105,20,,,,,,,
104,25,43,307,,,,,
104,25,43,308,,,,,
105,19,43,308,,,,,
104,25,43,308,,,,,
104,25,43,308,,,,,
105,28,,,,,,,
104,24,43,308,,,,,
104,24,,,,,,,
105,28,44,307,,,,,
105,28,,,,,,,
105,20,,,,,,,
105,20,,,,,,,
104,28,,,,,,,
104,25,,,,,,,
105,19,,,,,,,
105,22,45,308,,,,,
106,27,45,307,,,,,
104,25,45,307,,,,,
44,307,,,,,,,
44,307,,,,,,,
105,26,45,308,,,,,
104,25,45,307,,,,,
44,307,,,,,,,
45,308,,,,,,,
44,307,,,,,,,
106,19,45,308,,,,,
105,28,45,307,,,,,
105,28,45,308,,,,,
105,27,45,307,,,,,
105,27,45,307,,,,,
107,23,45,308,,,,,
45,308,,,,,,,
106,25,45,308,,,,,
106,25,45,307,,,,,
106,28,45,307,,,,,
107,24,46,307,,,,,
106,27,46,307,,,,,
109,21,46,308,,,,,
108,22,46,307,,,,,
108,25,47,308,,,,,
108,25,47,307,,,,,
109,21,46,308,109,21,,,
108,27,46,308,,,,,
108,28,46,308,,,,,
109,24,46,308,,,,,
109,25,46,307,,,,,
108,30,46,307,,,,,
108,30,46,307,,,,,
108,29,46,308,,,,,
110,28,46,307,,,,,
111,33,46,307,,,,,
108,31,48,308,,,,,
111,27,47,308,,,,,
108,33,47,308,,,,,
110,35,,,,,,,
111,36,48,307,,,,,
108,35,48,307,,,,,
48,307,,,,,,,
48,307,,,,,,,
48,307,,,,,,,
48,307,,,,,,,
48,307,,,,,,,
49,307,,,,,,,
108,39,49,307,,,,,
108,39,48,307,,,,,
110,39,48,306,,,,,
108,37,48,307,,,,,
108,37,49,306,,,,,
108,37,49,306,,,,,
108,37,48,306,,,,,
108,37,48,305,,,,,
109,37,48,305,,,,,
108,37,48,304,,,,,
109,37,47,304,,,,,
109,37,48,304,,,,,
110,35,48,304,,,,,
109,35,48,304,,,,,
108,35,49,305,191,-485,,,
107,35,49,304,184,-518,68.65,,
107,41,48,305,,,,,
109,33,49,305,226,-663,,,
110,32,49,305,208,-557,218.9,,
107,35,49,304,,,,,
107,37,48,304,,,,,
107,37,48,304,,,,,
106,37,49,304,,,,,
105,41,48,304,,,,,
106,34,48,303,,,,,
105,40,48,303,185,-422,,,
105,40,48,302,,,,,
106,38,48,302,,,,,
105,39,47,301,,,,,
104,42,47,301,,,,,
104,42,47,300,,,,,
104,41,47,301,,,,,
104,39,47,300,47,293,,,
103,40,48,301,,,,,
103,45,48,300,,,,,
104,49,48,300,,,,,
103,47,48,300,,,,,
103,45,48,300,175,-390,,,
103,45,48,300,,,,,
103,48,48,300,200,-503,,,
103,43,48,300,188,-446,118.55,,
103,50,48,300,199,-474,61.07,,
102,50,48,300,197,-414,122.31,,
102,50,48,300,197,-445,63.16,,
102,50,48,300,199,-446,4.46,,
102,47,48,300,196,-420,53.31,,
101,47,48,300,199,-424,10.09,,
103,44,48,299,220,-507,174.16,,
101,47,49,300,201,-435,151.45,,
101,48,48,300,197,-411,49.54,,
102,44,48,299,213,-480,144.12,,
100,47,48,299,,,,,
101,50,48,299,,,,,
100,51,49,299,,,,,
100,46,48,299,,,,,
101,45,48,299,,,,,
100,46,48,298,,,,,
100,47,47,298,,,,,
100,47,47,298,,,,,
99,50,48,298,,,,,
98,50,48,298,,,,,
98,56,48,298,,,,,
99,53,48,298,,,,,
98,52,48,298,,,,,
98,48,48,299,,,,,
48,298,,,,,,,
97,56,48,299,,,,,
97,53,47,298,,,,,
97,52,48,298,,,,,
96,56,48,299,,,,,
98,53,48,299,,,,,
97,53,47,298,,,,,
96,50,47,299,,,,,
97,47,47,298,,,,,
96,44,47,299,,,,,
96,50,47,298,,,,,
94,56,47,299,,,,,
97,50,47,299,,,,,
96,52,47,299,,,,,
96,52,47,299,,,,,
96,53,47,299,,,,,
94,53,47,300,,,,,
94,55,48,300,,,,,
95,52,48,301,,,,,
94,55,48,302,,,,,
94,55,48,302,,,,,
94,53,49,302,,,,,
93,55,49,303,,,,,
94,58,49,303,,,,,
94,52,49,303,,,,,
94,56,49,302,,,,,
93,51,49,304,,,,,
93,51,49,303,,,,,
94,56,49,303,,,,,
93,50,48,303,,,,,
93,50,49,304,,,,,
93,58,49,303,,,,,
91,58,50,304,,,,,
91,58,50,304,,,,,
92,50,49,304,,,,,
92,48,49,303,,,,,
92,48,49,304,,,,,
91,50,49,303,,,,,
92,51,49,304,,,,,
91,58,49,303,,,,,
91,53,49,303,,,,,
90,55,50,303,,,,,
90,52,48,303,,,,,
91,55,49,303,,,,,
90,54,49,303,,,,,
89,55,49,303,,,,,
91,51,49,304,,,,,
89,55,49,303,,,,,
90,58,50,303,,,,,
89,53,49,304,,,,,
89,55,49,303,,,,,
90,55,49,303,,,,,
90,52,49,303,,,,,
89,55,49,303,,,,,
89,52,49,303,,,,,
90,55,49,303,,,,,
89,55,49,303,,,,,
89,55,48,303,,,,,
90,56,49,303,,,,,
91,50,49,303,,,,,
91,58,48,302,,,,,
91,50,48,302,,,,,
91,55,48,301,,,,,
91,55,48,300,,,,,
91,55,48,300,,,,,
90,55,47,299,,,,,
90,52,48,299,,,,,
91,53,49,299,,,,,
91,53,49,299,,,,,
92,53,48,298,,,,,
91,49,48,298,,,,,
91,49,48,298,,,,,
90,53,49,298,,,,,
92,58,49,298,,,,,
91,49,49,298,,,,,
91,55,49,298,,,,,
91,55,49,298,,,,,
91,55,49,298,,,,,
91,55,49,297,,,,,
91,49,49,297,,,,,
91,49,49,297,,,,,
92,53,50,298,,,,,
91,49,49,297,,,,,
91,48,49,298,,,,,
91,53,49,298,85,-35,,,
90,52,49,298,,,,,
90,52,48,297,,,,,
90,55,49,298,,,,,
88,58,49,297,,,,,
89,58,49,298,85,-85,,,
89,53,49,298,85,-169,171.14,,
89,56,49,298,,,,,
89,56,49,298,84,-172,,,
89,53,49,298,87,-234,126.46,,
89,50,49,298,85,-245,22.76,,
89,58,49,298,86,-264,38.76,,
88,58,49,298,,,,,
88,56,49,298,83,-302,,,
89,55,49,298,86,-350,97.98,,
89,55,49,298,,,,,
88,60,49,298,83,-301,,,
88,54,48,298,,,,,
88,54,49,298,,,,,
88,54,48,298,,,,,
88,55,48,297,,,,,
88,55,48,298,,,,,
87,58,49,298,,,,,
87,60,49,298,,,,,
88,60,49,297,,,,,
87,57,49,298,,,,,
87,54,48,298,83,-282,,,
87,57,48,298,84,-259,46.9,,
87,60,49,298,84,-257,4.07,,
87,57,49,298,80,-246,23.77,,
87,56,49,298,,,,,
87,53,49,298,,,,,
88,56,49,298,,,,,
87,58,49,298,,,,,
86,60,49,297,,,,,
87,62,49,297,,,,,
85,60,49,298,,,,,
85,66,50,297,,,,,
86,62,49,296,76,-50,,,
85,62,50,297,74,-32,36.89,,
85,64,50,297,73,-11,42.83,,
85,64,51,297,,,,,
86,62,51,297,,,,,
85,60,51,297,,,,,
85,58,51,297,,,,,
85,60,51,297,70,77,,,
84,64,51,296,70,97,40.75,,
85,60,51,296,71,114,34.69,,
84,64,52,296,70,131,34.69,,
85,65,53,296,71,147,32.66,,
85,64,54,296,70,167,40.8,,
56,295,,,71,178,22.5,,
57,295,,,71,193,30.56,,
57,295,,,71,206,26.49,,
57,295,,,72,220,28.59,,
85,73,58,296,72,232,24.45,,
85,64,58,296,72,238,12.22,,
84,72,59,296,72,241,6.11,,
85,74,59,296,71,244,6.43,,
85,76,60,296,71,245,2.04,,
85,75,60,297,71,244,2.04,,
85,76,60,297,71,250,12.22,,
60,297,,,71,253,6.11,,
60,296,,,71,258,10.19,,
61,297,,,72,262,8.39,,
61,296,,,72,266,8.15,,
84,80,62,296,72,270,8.15,,
84,80,63,297,72,275,10.19,,
65,297,,,72,279,8.15,,
84,84,65,296,72,282,6.11,,
64,297,,,,,,,
83,86,63,297,74,249,,,
84,89,64,297,75,234,30.63,,
84,88,64,297,76,222,24.53,,
84,93,65,297,77,205,34.69,,
84,98,66,298,80,189,33.14,,
67,298,,,80,178,22.41,,
69,297,,,82,163,30.82,,
69,298,,,84,154,18.76,,
84,101,70,298,86,136,36.89,,
83,103,70,297,86,123,26.49,,
83,104,70,297,88,113,20.76,,
83,105,69,296,,,,,
82,107,70,298,90,89,,,
83,110,70,298,92,85,9.06,,
83,110,70,298,93,74,22.5,,
84,110,70,299,96,65,19.28,,
84,108,72,299,,,,,
72,299,,,,,,,
73,301,,,,,,,
86,110,74,302,,,,,
74,303,,,,,,,
74,303,,,,,,,
75,304,,,,,,,
75,304,,,,,,,
76,303,,,,,,,
76,304,,,,,,,
77,304,,,,,,,
78,303,,,101,128,,,
84,126,78,304,101,135,14.26,,
84,129,79,303,,,,,
79,303,,,102,139,,,
79,302,,,103,138,2.84,,
80,301,,,104,132,12.38,,
80,301,,,105,129,6.43,,
80,300,,,107,125,9.06,,
80,300,,,108,115,20.47,,
81,299,,,108,115,0.0,,
84,139,82,299,110,116,4.46,,
84,138,83,300,109,115,2.84,,
84,139,83,299,,,,,
84,136,84,299,,,,,
84,299,,,,,,,
84,298,,,,,,,
84,298,,,,,,,
85,299,,,,,,,
